Todos los mensajes del registro de eventos.
Fecha:	2023-07-26 11:07:27
Nombre de sistema:	44-52645
Nombre de controlador:	192.168.133.1
ID de controlador
	44-52645

RobotWare:	5.15.2005
Clave:	8sck58u9TAckcgmgkcTk6cP
Opciones:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-1 French
		709-x DeviceNet
			709-1 Master/Slave Single
			840-2 Profibus Fieldbus Adapter
			605-1 Multiple Axis Positioner
			609-1 Fixed Position Events
			618-1 Fieldbus Command Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt
			623-1 Multitasking
			626-1 Advanced RAPID
			631-1 Electronically Linked Motors

DriveModule1
Clave:	nB7t92OQZI66v
Opciones:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/60 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Mensajes de registro de Común
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760890  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 20:45:45 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760891  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 20:45:45 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760907  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 21:26:05 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760908  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 21:26:05 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /MainModule/main/Rearme/25	{args: "T_ROB1", "Tarjeta_1", "/MainModule/main/Rearme/25", "ERR_NORUNUNIT"}
24760909  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 21:26:05 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760980  	W   	Programa            	41617   	Frecuencia excesiva de instrucciones de escritura	2023-07-26 09:57:48 	Una frecuencia elevada de instrucciones de escritura en la interfaz de usuario, por ejemplo de TPWrite, ha forzado la ralentización de la ejecución del programa.	{args: }

Mensajes de registro de Movimiento
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24761063  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:47:52 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761064  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:47:58 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_DescPieza/MoveJ/124	{args: "T_ROB1", "/PROCESO/OP60_DescPieza/MoveJ/124"}
24761065  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:48:40 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761066  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:48:52 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_DescPieza/MoveJ/124	{args: "T_ROB1", "/PROCESO/OP60_DescPieza/MoveJ/124"}
24761067  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:49:15 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761069  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:51:44 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761070  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:51:54 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761083  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:58:45 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761084  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 10:58:55 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761085  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:00:11 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761087  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:00:21 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761088  	W   	Movimiento          	50240   	Cambio de paro de emergencia óptimo     	2023-07-26 11:00:21 	El paro de emergencia óptimo ha cambiado al modo de freno eléctrico debido a una limitación de par.	{args: }
24761094  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:01:06 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761095  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:01:16 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761096  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:02:10 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761097  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:02:20 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761098  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:03:14 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761099  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:03:25 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}
24761101  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:06:55 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP60_CargarPieza/MoveJ/78	{args: "T_ROB1", "/PROCESO/OP60_CargarPieza/MoveJ/78"}
24761102  	W   	Movimiento          	50024   	Fallo de trayectoria de esquina         	2023-07-26 11:07:05 	Tarea: T_ROB1La trayectoria de esquina se ejecutó como un punto de paro debido a uno de los motivos siguientes:- Retardo de tiempo.- Puntos programados muy cerca entre sí.- El sistema requiere una carga elevada de la CPU.Ref. de programa /PROCESO/OP70_Dejar/MoveJ/100	{args: "T_ROB1", "/PROCESO/OP70_Dejar/MoveJ/100"}

Mensajes de registro de E/S y comunicación
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760503  	E   	E/S y comunicación  	71301   	Bus desconectado, fallo de comunicación del bus DeviceNet	2023-07-24 19:51:43 	Se ha producido un número elevado de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760504  	E   	E/S y comunicación  	71299   	Sin alimentación en el bus de DeviceNet 	2023-07-24 19:51:44 	Falta la alimentación de 24 V proveniente de la fuente de alimentación de DeviceNet.	{args: "DeviceNet1"}
24760793  	W   	E/S y comunicación  	71300   	Aviso de comunicación de bus DeviceNet  	2023-07-24 20:32:25 	Se ha producido un número reducido de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760794  	E   	E/S y comunicación  	71299   	Sin alimentación en el bus de DeviceNet 	2023-07-24 20:32:25 	Falta la alimentación de 24 V proveniente de la fuente de alimentación de DeviceNet.	{args: "DeviceNet1"}
24760795  	E   	E/S y comunicación  	71301   	Bus desconectado, fallo de comunicación del bus DeviceNet	2023-07-24 20:32:25 	Se ha producido un número elevado de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760848  	W   	E/S y comunicación  	71300   	Aviso de comunicación de bus DeviceNet  	2023-07-24 20:43:36 	Se ha producido un número reducido de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760849  	E   	E/S y comunicación  	71299   	Sin alimentación en el bus de DeviceNet 	2023-07-24 20:43:36 	Falta la alimentación de 24 V proveniente de la fuente de alimentación de DeviceNet.	{args: "DeviceNet1"}
24760850  	E   	E/S y comunicación  	71301   	Bus desconectado, fallo de comunicación del bus DeviceNet	2023-07-24 20:43:37 	Se ha producido un número elevado de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760926  	W   	E/S y comunicación  	71300   	Aviso de comunicación de bus DeviceNet  	2023-07-26 07:36:00 	Se ha producido un número reducido de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760927  	E   	E/S y comunicación  	71299   	Sin alimentación en el bus de DeviceNet 	2023-07-26 07:36:00 	Falta la alimentación de 24 V proveniente de la fuente de alimentación de DeviceNet.	{args: "DeviceNet1"}
24760928  	E   	E/S y comunicación  	71301   	Bus desconectado, fallo de comunicación del bus DeviceNet	2023-07-26 07:36:00 	Se ha producido un número elevado de errores en el bus DeviceNet <DeviceNet1>. 	{args: "DeviceNet1"}
24760929  	I   	E/S y comunicación  	71412   	El bus de DeviceNet ha recuperado la alimentación de bus	2023-07-26 07:51:53 	El bus de DeviceNet <DeviceNet1> ha recuperado la alimentación de bus de 24 V. 	{args: "DeviceNet1"}
24760930  	I   	E/S y comunicación  	71390   	El bus de DeviceNet se ha recuperado del estado de bus apagado	2023-07-26 07:51:55 	El bus de DeviceNet < DeviceNet1> se ha recuperado del estado de bus apagado.	{args: "DeviceNet1"}

Mensajes de registro de Interno
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760505  	E   	Interno             	100000  	Error interno                           	2023-07-24 19:52:34 	Puscfg.c 2431 Task in foreground has the same name as task name: Supervison	{args: "Puscfg.c 2431 Task in foreground has the same name as task name: Supervison"}
24760796  	E   	Interno             	100000  	Error interno                           	2023-07-24 20:32:32 	Puscfg.c 2431 Task in foreground has the same name as task name: Supervison	{args: "Puscfg.c 2431 Task in foreground has the same name as task name: Supervison"}
24760851  	E   	Interno             	100000  	Error interno                           	2023-07-24 20:44:26 	Puscfg.c 2431 Task in foreground has the same name as task name: Supervison	{args: "Puscfg.c 2431 Task in foreground has the same name as task name: Supervison"}
24760915  	E   	Interno             	100000  	Error interno                           	2023-07-26 06:48:55 	Puscfg.c 2431 Task in foreground has the same name as task name: Supervison	{args: "Puscfg.c 2431 Task in foreground has the same name as task name: Supervison"}
24760936  	E   	Interno             	100000  	Error interno                           	2023-07-26 09:53:41 	Puscfg.c 2431 Task in foreground has the same name as task name: Supervison	{args: "Puscfg.c 2431 Task in foreground has the same name as task name: Supervison"}
24760951  	E   	Interno             	100000  	Error interno                           	2023-07-26 09:55:49 	Puscfg.c 2431 Task in foreground has the same name as task name: Supervison	{args: "Puscfg.c 2431 Task in foreground has the same name as task name: Supervison"}
